AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1565.00,89.00,-4189.00,43.00,1.00,-32.00
1578.00,116.00,-4198.00,38.00,6.00,-34.00
1585.00,96.00,-4180.00,39.00,6.00,-24.00
1563.00,58.00,-4208.00,40.00,-3.00,-24.00
1588.00,96.00,-4185.00,46.00,5.00,-38.00
1586.00,77.00,-4186.00,47.00,23.00,-32.00
1564.00,99.00,-4199.00,43.00,-2.00,-33.00
1591.00,77.00,-4170.00,38.00,2.00,-22.00
1574.00,66.00,-4196.00,28.00,-2.00,-30.00
1595.00,110.00,-4201.00,39.00,-1.00,-33.00
1583.00,83.00,-4180.00,31.00,9.00,-23.00
1563.00,91.00,-4171.00,34.00,-2.00,-22.00
1577.00,78.00,-4191.00,34.00,5.00,-34.00
1567.00,66.00,-4176.00,39.00,3.00,-36.00
1583.00,65.00,-4208.00,32.00,5.00,-19.00
1563.00,72.00,-4182.00,38.00,-1.00,-25.00
1636.00,83.00,-4186.00,43.00,3.00,-18.00
1593.00,75.00,-4168.00,39.00,0.00,-20.00
1573.00,94.00,-4218.00,37.00,15.00,-31.00
1567.00,70.00,-4202.00,53.00,1.00,-27.00
1573.00,70.00,-4184.00,38.00,4.00,-26.00
1564.00,67.00,-4197.00,35.00,12.00,-27.00
1574.00,90.00,-4213.00,40.00,15.00,-22.00
1594.00,73.00,-4191.00,34.00,1.00,-40.00
1566.00,67.00,-4177.00,51.00,12.00,-37.00
1590.00,57.00,-4199.00,34.00,-5.00,-33.00
1584.00,96.00,-4162.00,39.00,6.00,-24.00
1576.00,101.00,-4213.00,47.00,9.00,-29.00
1574.00,89.00,-4187.00,38.00,6.00,-32.00
1578.00,76.00,-4185.00,39.00,3.00,-28.00
1578.00,104.00,-4207.00,37.00,0.00,-31.00
1568.00,79.00,-4233.00,34.00,-4.00,-36.00
1583.00,92.00,-4196.00,42.00,15.00,-35.00
1589.00,79.00,-4193.00,40.00,10.00,-36.00
1598.00,62.00,-4213.00,42.00,-1.00,-29.00
1560.00,69.00,-4202.00,30.00,3.00,-34.00
1608.00,71.00,-4180.00,38.00,7.00,-31.00
1585.00,86.00,-4172.00,30.00,-3.00,-30.00
1607.00,86.00,-4198.00,34.00,16.00,-35.00
1600.00,84.00,-4158.00,27.00,-1.00,-26.00
1565.00,78.00,-4228.00,25.00,5.00,-29.00
1585.00,110.00,-4163.00,30.00,-7.00,-34.00
1583.00,81.00,-4196.00,36.00,7.00,-33.00
1594.00,67.00,-4179.00,36.00,8.00,-39.00
1574.00,103.00,-4201.00,30.00,11.00,-26.00
1573.00,88.00,-4170.00,38.00,11.00,-36.00
1561.00,82.00,-4199.00,30.00,12.00,-19.00
1576.00,103.00,-4205.00,47.00,2.00,-18.00
1602.00,61.00,-4191.00,37.00,0.00,-27.00
1580.00,92.00,-4194.00,42.00,6.00,-27.00
1586.00,82.00,-4196.00,34.00,13.00,-30.00
1574.00,78.00,-4211.00,30.00,11.00,-30.00
1577.00,50.00,-4213.00,32.00,8.00,-32.00
1582.00,95.00,-4181.00,38.00,-1.00,-29.00
1588.00,68.00,-4173.00,31.00,1.00,-35.00
1593.00,83.00,-4193.00,37.00,-2.00,-31.00
1557.00,90.00,-4193.00,40.00,-2.00,-32.00
1588.00,76.00,-4173.00,38.00,11.00,-30.00
1576.00,104.00,-4192.00,50.00,6.00,-37.00
1603.00,85.00,-4188.00,31.00,11.00,-28.00
1591.00,93.00,-4173.00,35.00,9.00,-38.00
1585.00,70.00,-4207.00,56.00,4.00,-30.00
1581.00,83.00,-4193.00,50.00,13.00,-28.00
1596.00,99.00,-4156.00,28.00,8.00,-32.00
1604.00,76.00,-4218.00,31.00,8.00,-36.00
1572.00,86.00,-4181.00,47.00,2.00,-24.00
1597.00,107.00,-4196.00,32.00,3.00,-26.00
1568.00,107.00,-4208.00,52.00,4.00,-29.00
1591.00,95.00,-4193.00,39.00,12.00,-28.00
1575.00,70.00,-4192.00,40.00,2.00,-21.00
1600.00,105.00,-4190.00,40.00,6.00,-30.00
1613.00,81.00,-4189.00,36.00,3.00,-29.00
1563.00,75.00,-4220.00,32.00,6.00,-21.00
1578.00,74.00,-4221.00,41.00,9.00,-27.00
1566.00,80.00,-4168.00,24.00,-2.00,-40.00
1604.00,80.00,-4227.00,40.00,3.00,-30.00
1569.00,94.00,-4205.00,33.00,-11.00,-40.00
1577.00,87.00,-4160.00,45.00,-8.00,-30.00
1578.00,66.00,-4206.00,35.00,-2.00,-25.00
1586.00,78.00,-4191.00,25.00,8.00,-24.00
1574.00,64.00,-4203.00,35.00,6.00,-38.00
1569.00,96.00,-4217.00,31.00,18.00,-39.00
1582.00,105.00,-4226.00,29.00,5.00,-28.00
1559.00,101.00,-4183.00,41.00,5.00,-38.00
1604.00,94.00,-4173.00,32.00,9.00,-40.00
1590.00,86.00,-4202.00,41.00,1.00,-13.00
1571.00,101.00,-4216.00,38.00,-1.00,-26.00
1599.00,99.00,-4185.00,34.00,2.00,-30.00
1595.00,99.00,-4206.00,33.00,-3.00,-27.00
1563.00,80.00,-4153.00,39.00,5.00,-28.00
1555.00,87.00,-4227.00,39.00,12.00,-42.00
1566.00,72.00,-4189.00,35.00,5.00,-33.00
1585.00,86.00,-4177.00,22.00,7.00,-43.00
1583.00,71.00,-4203.00,37.00,3.00,-32.00
1587.00,89.00,-4204.00,34.00,4.00,-30.00
1569.00,96.00,-4205.00,37.00,7.00,-37.00
1584.00,91.00,-4209.00,43.00,7.00,-32.00
1592.00,72.00,-4192.00,42.00,-5.00,-33.00
1569.00,87.00,-4164.00,49.00,2.00,-25.00
1576.00,72.00,-4208.00,22.00,0.00,-27.00
1576.00,96.00,-4181.00,41.00,4.00,-24.00
1586.00,104.00,-4201.00,31.00,1.00,-25.00
1573.00,62.00,-4180.00,37.00,7.00,-27.00
1563.00,104.00,-4164.00,42.00,-9.00,-26.00
1588.00,73.00,-4242.00,44.00,-3.00,-32.00
1587.00,84.00,-4172.00,29.00,4.00,-17.00
1578.00,86.00,-4170.00,35.00,-3.00,-32.00
1580.00,85.00,-4188.00,23.00,1.00,-25.00
1581.00,98.00,-4198.00,32.00,12.00,-26.00
1575.00,106.00,-4178.00,33.00,-7.00,-35.00
1592.00,66.00,-4190.00,38.00,7.00,-34.00
1604.00,80.00,-4187.00,38.00,4.00,-27.00
1592.00,87.00,-4190.00,32.00,12.00,-31.00
1576.00,70.00,-4179.00,42.00,-3.00,-41.00
1582.00,61.00,-4204.00,41.00,9.00,-30.00
1595.00,106.00,-4190.00,40.00,10.00,-19.00
1561.00,75.00,-4182.00,34.00,-1.00,-38.00
1594.00,95.00,-4195.00,41.00,-6.00,-32.00
1602.00,105.00,-4208.00,33.00,3.00,-29.00
1566.00,99.00,-4248.00,44.00,2.00,-29.00
1569.00,83.00,-4172.00,26.00,3.00,-34.00
1573.00,91.00,-4190.00,32.00,2.00,-22.00
1578.00,57.00,-4203.00,36.00,5.00,-37.00
1584.00,73.00,-4199.00,34.00,9.00,-24.00
1572.00,64.00,-4193.00,23.00,0.00,-27.00
1570.00,91.00,-4193.00,23.00,6.00,-29.00
1619.00,81.00,-4212.00,41.00,4.00,-25.00
1595.00,93.00,-4186.00,44.00,2.00,-19.00
1560.00,59.00,-4158.00,41.00,14.00,-27.00
1571.00,86.00,-4194.00,33.00,1.00,-21.00
1572.00,72.00,-4208.00,44.00,1.00,-23.00
1570.00,95.00,-4181.00,35.00,8.00,-38.00
1569.00,75.00,-4192.00,43.00,5.00,-40.00
1589.00,61.00,-4193.00,32.00,9.00,-37.00
1578.00,89.00,-4197.00,42.00,5.00,-31.00
1587.00,72.00,-4158.00,38.00,4.00,-33.00
1595.00,63.00,-4184.00,31.00,10.00,-42.00
1571.00,85.00,-4206.00,44.00,11.00,-28.00
1582.00,79.00,-4195.00,34.00,8.00,-27.00
1580.00,104.00,-4210.00,30.00,8.00,-26.00
1573.00,87.00,-4166.00,35.00,6.00,-26.00
1582.00,70.00,-4201.00,27.00,0.00,-25.00
1566.00,84.00,-4174.00,40.00,2.00,-24.00
1583.00,80.00,-4211.00,43.00,0.00,-23.00
1592.00,60.00,-4198.00,35.00,7.00,-21.00
1580.00,99.00,-4190.00,43.00,-9.00,-30.00
1576.00,96.00,-4223.00,37.00,11.00,-33.00
1568.00,72.00,-4207.00,45.00,3.00,-28.00
1566.00,95.00,-4189.00,37.00,-2.00,-28.00
1585.00,79.00,-4153.00,36.00,2.00,-47.00
1581.00,80.00,-4146.00,30.00,5.00,-30.00
1588.00,117.00,-4211.00,33.00,-1.00,-37.00
1589.00,97.00,-4188.00,31.00,12.00,-25.00
1588.00,70.00,-4223.00,41.00,5.00,-39.00
1590.00,98.00,-4164.00,38.00,-1.00,-40.00
1589.00,80.00,-4219.00,42.00,-4.00,-24.00
1574.00,104.00,-4209.00,41.00,1.00,-26.00
1554.00,78.00,-4209.00,26.00,6.00,-38.00
1567.00,79.00,-4208.00,43.00,7.00,-33.00
1592.00,76.00,-4208.00,29.00,7.00,-36.00
1594.00,79.00,-4194.00,33.00,11.00,-33.00
1582.00,56.00,-4198.00,44.00,5.00,-33.00
1583.00,72.00,-4212.00,42.00,4.00,-43.00
1579.00,74.00,-4153.00,37.00,7.00,-30.00
1588.00,74.00,-4201.00,31.00,2.00,-18.00
1596.00,77.00,-4210.00,47.00,5.00,-26.00
1584.00,99.00,-4215.00,36.00,4.00,-30.00
1573.00,65.00,-4170.00,31.00,0.00,-31.00
1586.00,83.00,-4201.00,34.00,11.00,-31.00
1582.00,93.00,-4199.00,44.00,5.00,-37.00
1591.00,97.00,-4215.00,40.00,-4.00,-31.00
1563.00,85.00,-4188.00,39.00,10.00,-40.00
1585.00,81.00,-4190.00,40.00,3.00,-18.00
1571.00,88.00,-4233.00,39.00,2.00,-33.00
1588.00,86.00,-4182.00,33.00,17.00,-22.00
1586.00,80.00,-4210.00,27.00,10.00,-31.00
1598.00,94.00,-4184.00,33.00,11.00,-35.00
1593.00,83.00,-4199.00,50.00,10.00,-40.00
1586.00,91.00,-4218.00,33.00,5.00,-26.00
1558.00,94.00,-4207.00,37.00,9.00,-35.00
1591.00,60.00,-4184.00,41.00,1.00,-19.00
1592.00,67.00,-4197.00,35.00,16.00,-34.00
1567.00,89.00,-4207.00,45.00,7.00,-34.00
1596.00,78.00,-4169.00,19.00,6.00,-26.00
1588.00,93.00,-4180.00,31.00,8.00,-24.00
1604.00,95.00,-4177.00,51.00,15.00,-26.00
1582.00,89.00,-4190.00,43.00,11.00,-33.00
1569.00,84.00,-4176.00,44.00,10.00,-32.00
1561.00,57.00,-4185.00,35.00,8.00,-34.00
1578.00,84.00,-4186.00,43.00,7.00,-25.00
1581.00,76.00,-4167.00,32.00,11.00,-27.00
1600.00,110.00,-4196.00,39.00,8.00,-30.00
1561.00,83.00,-4241.00,53.00,-2.00,-28.00
1591.00,83.00,-4156.00,41.00,12.00,-43.00
1585.00,83.00,-4220.00,38.00,4.00,-23.00
1598.00,50.00,-4204.00,31.00,7.00,-38.00
1568.00,78.00,-4179.00,39.00,12.00,-27.00
1565.00,77.00,-4216.00,36.00,1.00,-31.00
1559.00,101.00,-4195.00,41.00,8.00,-31.00
1578.00,95.00,-4215.00,38.00,6.00,-38.00
1592.00,78.00,-4213.00,30.00,11.00,-22.00
1570.00,74.00,-4198.00,36.00,-5.00,-34.00
1566.00,74.00,-4194.00,49.00,15.00,-37.00
1582.00,91.00,-4195.00,37.00,8.00,-22.00
1588.00,93.00,-4185.00,30.00,4.00,-24.00
1572.00,86.00,-4191.00,45.00,5.00,-29.00
1580.00,84.00,-4182.00,45.00,12.00,-34.00
1539.00,89.00,-4221.00,28.00,12.00,-28.00
1563.00,76.00,-4173.00,31.00,3.00,-26.00
1591.00,104.00,-4200.00,33.00,4.00,-27.00
1592.00,72.00,-4189.00,43.00,-8.00,-41.00
1578.00,100.00,-4178.00,39.00,11.00,-41.00
1556.00,97.00,-4172.00,39.00,12.00,-37.00
1587.00,73.00,-4212.00,36.00,9.00,-25.00
1575.00,82.00,-4190.00,40.00,0.00,-34.00
1573.00,113.00,-4171.00,44.00,6.00,-33.00
1570.00,92.00,-4199.00,36.00,3.00,-25.00
1584.00,76.00,-4205.00,42.00,14.00,-28.00
1583.00,84.00,-4206.00,29.00,0.00,-33.00
1565.00,80.00,-4181.00,34.00,6.00,-50.00
1607.00,98.00,-4177.00,33.00,-3.00,-26.00
1566.00,68.00,-4145.00,35.00,3.00,-25.00
1577.00,86.00,-4205.00,48.00,12.00,-35.00
1578.00,90.00,-4231.00,38.00,5.00,-38.00
1571.00,85.00,-4165.00,32.00,13.00,-34.00
1572.00,84.00,-4208.00,34.00,7.00,-30.00
1580.00,69.00,-4201.00,34.00,7.00,-37.00
1572.00,95.00,-4187.00,33.00,0.00,-32.00
1558.00,100.00,-4202.00,27.00,-2.00,-24.00
1594.00,86.00,-4200.00,38.00,8.00,-35.00
1576.00,88.00,-4228.00,43.00,-4.00,-35.00
1607.00,79.00,-4180.00,38.00,13.00,-31.00
1546.00,80.00,-4186.00,29.00,12.00,-32.00
1588.00,94.00,-4212.00,26.00,3.00,-28.00
1567.00,79.00,-4214.00,44.00,3.00,-40.00
1563.00,85.00,-4192.00,41.00,0.00,-25.00
1575.00,77.00,-4175.00,32.00,8.00,-37.00
1585.00,82.00,-4185.00,34.00,9.00,-35.00
1578.00,116.00,-4216.00,35.00,7.00,-30.00
1573.00,89.00,-4187.00,43.00,14.00,-36.00
1581.00,73.00,-4199.00,34.00,5.00,-28.00
1585.00,53.00,-4196.00,28.00,10.00,-27.00
1566.00,72.00,-4181.00,40.00,-4.00,-34.00
1605.00,95.00,-4216.00,38.00,4.00,-26.00
1578.00,84.00,-4171.00,39.00,5.00,-45.00
1575.00,78.00,-4212.00,36.00,10.00,-29.00
1585.00,89.00,-4218.00,38.00,3.00,-26.00
1569.00,79.00,-4199.00,45.00,4.00,-25.00
1588.00,72.00,-4187.00,38.00,2.00,-27.00
1579.00,68.00,-4184.00,36.00,-7.00,-23.00
1576.00,72.00,-4185.00,33.00,9.00,-38.00
1563.00,84.00,-4225.00,41.00,7.00,-19.00
1577.00,102.00,-4197.00,35.00,5.00,-35.00
1577.00,87.00,-4193.00,32.00,12.00,-41.00
1591.00,81.00,-4246.00,40.00,3.00,-38.00
1590.00,102.00,-4223.00,41.00,5.00,-35.00
1574.00,86.00,-4192.00,42.00,11.00,-29.00
1598.00,99.00,-4194.00,43.00,13.00,-32.00
1567.00,81.00,-4181.00,37.00,-1.00,-39.00
1588.00,85.00,-4210.00,33.00,1.00,-35.00
1578.00,89.00,-4168.00,33.00,-2.00,-36.00
1581.00,65.00,-4194.00,46.00,3.00,-23.00
1581.00,102.00,-4195.00,27.00,3.00,-39.00
1583.00,83.00,-4227.00,27.00,6.00,-20.00
1570.00,110.00,-4216.00,44.00,2.00,-27.00
1558.00,73.00,-4216.00,32.00,-8.00,-31.00
1557.00,62.00,-4203.00,31.00,2.00,-29.00
1565.00,108.00,-4246.00,40.00,11.00,-32.00
1561.00,79.00,-4196.00,47.00,12.00,-30.00
1579.00,92.00,-4186.00,32.00,10.00,-30.00
1568.00,86.00,-4152.00,46.00,11.00,-26.00
1584.00,91.00,-4226.00,35.00,10.00,-23.00
1556.00,87.00,-4201.00,34.00,7.00,-18.00
1572.00,84.00,-4229.00,43.00,4.00,-27.00
1583.00,75.00,-4192.00,41.00,3.00,-32.00
1573.00,76.00,-4196.00,41.00,0.00,-35.00
1596.00,102.00,-4193.00,38.00,0.00,-35.00
1574.00,63.00,-4181.00,41.00,13.00,-33.00
1581.00,94.00,-4203.00,47.00,20.00,-24.00
1575.00,95.00,-4167.00,38.00,11.00,-28.00
1570.00,67.00,-4209.00,36.00,21.00,-27.00
1569.00,74.00,-4201.00,38.00,6.00,-42.00
1566.00,79.00,-4210.00,36.00,-1.00,-28.00
1573.00,67.00,-4167.00,37.00,1.00,-22.00
1585.00,82.00,-4204.00,51.00,4.00,-22.00
1580.00,79.00,-4165.00,49.00,6.00,-43.00
1596.00,90.00,-4201.00,54.00,7.00,-31.00
1561.00,95.00,-4179.00,38.00,10.00,-24.00
1597.00,99.00,-4237.00,38.00,5.00,-26.00
1567.00,78.00,-4186.00,41.00,-8.00,-33.00
1597.00,94.00,-4220.00,32.00,-2.00,-46.00
1600.00,100.00,-4221.00,41.00,8.00,-24.00
1586.00,99.00,-4184.00,43.00,4.00,-30.00
1572.00,89.00,-4194.00,47.00,8.00,-30.00
1606.00,89.00,-4201.00,45.00,5.00,-17.00
1581.00,74.00,-4202.00,25.00,1.00,-29.00
1567.00,75.00,-4227.00,36.00,6.00,-28.00
1584.00,77.00,-4194.00,30.00,-4.00,-36.00
1595.00,92.00,-4184.00,44.00,14.00,-25.00
1579.00,72.00,-4160.00,32.00,4.00,-25.00
1579.00,66.00,-4208.00,27.00,5.00,-33.00
1575.00,94.00,-4203.00,43.00,7.00,-20.00
1596.00,63.00,-4186.00,27.00,10.00,-25.00
1592.00,71.00,-4214.00,45.00,9.00,-32.00
1579.00,101.00,-4186.00,42.00,11.00,-39.00
1563.00,67.00,-4221.00,38.00,5.00,-30.00
1599.00,73.00,-4220.00,38.00,6.00,-36.00
1572.00,113.00,-4184.00,34.00,15.00,-25.00
1585.00,83.00,-4215.00,22.00,13.00,-25.00
1585.00,59.00,-4199.00,23.00,0.00,-29.00
1583.00,78.00,-4198.00,34.00,5.00,-35.00
1592.00,116.00,-4194.00,43.00,16.00,-29.00
1565.00,82.00,-4191.00,40.00,2.00,-41.00
1580.00,58.00,-4187.00,36.00,-1.00,-37.00
1594.00,99.00,-4175.00,45.00,0.00,-27.00
1608.00,103.00,-4194.00,36.00,11.00,-36.00
1574.00,95.00,-4189.00,27.00,11.00,-22.00
1582.00,78.00,-4160.00,36.00,10.00,-31.00
1558.00,93.00,-4181.00,30.00,13.00,-21.00
1582.00,69.00,-4177.00,41.00,10.00,-27.00
1593.00,99.00,-4195.00,54.00,5.00,-37.00
1572.00,90.00,-4217.00,37.00,1.00,-23.00
1593.00,93.00,-4180.00,36.00,15.00,-38.00
1589.00,94.00,-4195.00,34.00,8.00,-21.00
1581.00,85.00,-4218.00,34.00,0.00,-28.00
1578.00,85.00,-4186.00,33.00,5.00,-17.00
1573.00,107.00,-4201.00,39.00,12.00,-30.00
1566.00,55.00,-4183.00,30.00,3.00,-35.00
1585.00,102.00,-4157.00,18.00,-1.00,-19.00
1604.00,85.00,-4179.00,29.00,3.00,-36.00
1568.00,85.00,-4218.00,36.00,6.00,-24.00
1574.00,87.00,-4189.00,31.00,4.00,-45.00
1574.00,98.00,-4180.00,37.00,5.00,-29.00
1605.00,72.00,-4220.00,36.00,-7.00,-31.00
1562.00,103.00,-4176.00,39.00,-2.00,-21.00
1593.00,99.00,-4188.00,46.00,-2.00,-22.00
1580.00,81.00,-4189.00,30.00,7.00,-29.00
1588.00,93.00,-4188.00,36.00,13.00,-28.00
1573.00,87.00,-4185.00,37.00,16.00,-31.00
1567.00,73.00,-4186.00,34.00,-4.00,-33.00
1590.00,97.00,-4173.00,38.00,8.00,-34.00
1584.00,91.00,-4201.00,48.00,4.00,-24.00
1576.00,90.00,-4209.00,40.00,2.00,-27.00
1568.00,76.00,-4176.00,34.00,4.00,-14.00
1607.00,74.00,-4209.00,43.00,-7.00,-33.00
1585.00,78.00,-4216.00,36.00,6.00,-25.00
1568.00,78.00,-4210.00,34.00,12.00,-25.00
1584.00,93.00,-4222.00,30.00,7.00,-26.00
1583.00,91.00,-4210.00,41.00,2.00,-25.00
1591.00,95.00,-4195.00,42.00,5.00,-33.00
1567.00,89.00,-4213.00,31.00,2.00,-27.00
1587.00,100.00,-4195.00,29.00,2.00,-21.00
1559.00,72.00,-4185.00,33.00,3.00,-28.00
1575.00,85.00,-4209.00,44.00,10.00,-23.00
1568.00,92.00,-4197.00,39.00,11.00,-24.00
1575.00,95.00,-4174.00,41.00,12.00,-54.00
1582.00,72.00,-4188.00,44.00,5.00,-45.00
1602.00,79.00,-4178.00,23.00,3.00,-36.00
1572.00,71.00,-4192.00,41.00,1.00,-30.00
1578.00,55.00,-4184.00,44.00,16.00,-27.00
1581.00,84.00,-4268.00,42.00,4.00,-21.00
1543.00,87.00,-4205.00,40.00,-2.00,-38.00
1588.00,72.00,-4190.00,31.00,4.00,-40.00
1577.00,88.00,-4179.00,49.00,10.00,-25.00
1573.00,95.00,-4204.00,45.00,-3.00,-22.00
1564.00,69.00,-4152.00,36.00,11.00,-23.00
1608.00,106.00,-4164.00,41.00,6.00,-29.00
1609.00,72.00,-4177.00,39.00,10.00,-20.00
1579.00,72.00,-4145.00,29.00,6.00,-27.00
1569.00,102.00,-4214.00,45.00,6.00,-29.00
1568.00,81.00,-4187.00,41.00,-2.00,-34.00
1574.00,86.00,-4218.00,40.00,10.00,-29.00
1588.00,108.00,-4180.00,42.00,-8.00,-23.00
1559.00,88.00,-4193.00,43.00,4.00,-33.00
1565.00,92.00,-4181.00,41.00,7.00,-35.00
1593.00,86.00,-4193.00,57.00,-5.00,-37.00
1593.00,111.00,-4200.00,18.00,5.00,-37.00
1569.00,83.00,-4205.00,31.00,14.00,-33.00
1586.00,83.00,-4172.00,32.00,5.00,-43.00
1570.00,94.00,-4178.00,36.00,12.00,-37.00
1579.00,84.00,-4200.00,47.00,10.00,-28.00
1574.00,104.00,-4194.00,34.00,-3.00,-26.00
1582.00,88.00,-4214.00,33.00,5.00,-34.00
1573.00,102.00,-4156.00,38.00,7.00,-31.00
1592.00,80.00,-4202.00,35.00,9.00,-42.00
1601.00,74.00,-4186.00,46.00,-1.00,-21.00
1561.00,82.00,-4213.00,37.00,-3.00,-22.00
1568.00,85.00,-4210.00,38.00,11.00,-38.00
1563.00,89.00,-4236.00,30.00,3.00,-27.00
1591.00,81.00,-4204.00,39.00,3.00,-22.00
1579.00,89.00,-4211.00,30.00,0.00,-25.00
1573.00,80.00,-4188.00,47.00,10.00,-36.00
1591.00,83.00,-4184.00,35.00,1.00,-43.00
1586.00,89.00,-4221.00,23.00,11.00,-37.00
1575.00,89.00,-4188.00,31.00,2.00,-12.00
1589.00,103.00,-4190.00,39.00,-4.00,-27.00
1589.00,67.00,-4175.00,38.00,-4.00,-41.00
1568.00,83.00,-4193.00,29.00,4.00,-35.00
1590.00,86.00,-4168.00,40.00,-1.00,-37.00
1589.00,102.00,-4175.00,31.00,2.00,-39.00
1591.00,79.00,-4221.00,35.00,4.00,-23.00
1573.00,77.00,-4221.00,37.00,3.00,-18.00
1562.00,105.00,-4184.00,40.00,14.00,-20.00
1584.00,61.00,-4183.00,35.00,1.00,-23.00
1565.00,74.00,-4184.00,43.00,9.00,-28.00
1570.00,88.00,-4223.00,35.00,2.00,-30.00
1583.00,88.00,-4186.00,35.00,4.00,-26.00
1574.00,117.00,-4191.00,33.00,-3.00,-37.00
1563.00,76.00,-4182.00,33.00,15.00,-29.00
1614.00,106.00,-4166.00,45.00,12.00,-35.00
1573.00,94.00,-4183.00,40.00,0.00,-28.00
1574.00,71.00,-4165.00,30.00,11.00,-30.00
1574.00,72.00,-4175.00,36.00,8.00,-28.00
1599.00,87.00,-4173.00,27.00,-1.00,-29.00
1600.00,90.00,-4230.00,41.00,10.00,-27.00
1576.00,96.00,-4196.00,29.00,4.00,-38.00
1551.00,85.00,-4173.00,43.00,3.00,-29.00
1592.00,74.00,-4183.00,25.00,3.00,-33.00
1576.00,80.00,-4181.00,46.00,4.00,-35.00
1561.00,83.00,-4181.00,46.00,-6.00,-35.00
1566.00,93.00,-4188.00,41.00,-1.00,-28.00
1571.00,83.00,-4199.00,29.00,4.00,-31.00
1594.00,80.00,-4201.00,32.00,7.00,-27.00
1558.00,107.00,-4232.00,29.00,9.00,-28.00
1566.00,67.00,-4219.00,36.00,6.00,-18.00
1583.00,71.00,-4212.00,40.00,6.00,-29.00
1576.00,66.00,-4204.00,40.00,-1.00,-31.00
1592.00,73.00,-4198.00,37.00,-7.00,-30.00
1602.00,70.00,-4181.00,39.00,7.00,-34.00
1587.00,75.00,-4181.00,29.00,2.00,-37.00
1582.00,48.00,-4200.00,54.00,-3.00,-22.00
1582.00,69.00,-4180.00,42.00,-1.00,-32.00
1599.00,75.00,-4206.00,30.00,1.00,-40.00
1588.00,111.00,-4192.00,41.00,6.00,-28.00
1585.00,96.00,-4192.00,48.00,-6.00,-27.00
1578.00,98.00,-4177.00,37.00,-2.00,-31.00
1571.00,80.00,-4189.00,30.00,0.00,-36.00
1583.00,86.00,-4195.00,36.00,8.00,-23.00
1584.00,80.00,-4181.00,35.00,7.00,-28.00
1559.00,95.00,-4201.00,45.00,7.00,-37.00
1587.00,89.00,-4190.00,37.00,-3.00,-39.00
1568.00,49.00,-4160.00,34.00,-3.00,-36.00
1596.00,69.00,-4210.00,38.00,2.00,-22.00
1556.00,88.00,-4198.00,31.00,-2.00,-27.00
1594.00,89.00,-4166.00,46.00,8.00,-30.00
1558.00,63.00,-4192.00,27.00,3.00,-17.00
1578.00,92.00,-4183.00,46.00,2.00,-32.00
1579.00,83.00,-4170.00,41.00,8.00,-36.00
1589.00,85.00,-4168.00,35.00,-6.00,-33.00
1581.00,76.00,-4215.00,28.00,7.00,-29.00
1564.00,65.00,-4177.00,34.00,10.00,-32.00
1584.00,67.00,-4179.00,34.00,16.00,-22.00
1582.00,85.00,-4169.00,34.00,10.00,-20.00
1579.00,104.00,-4227.00,39.00,-2.00,-36.00
1589.00,79.00,-4198.00,32.00,11.00,-27.00
1586.00,96.00,-4190.00,38.00,7.00,-34.00
1581.00,92.00,-4178.00,40.00,3.00,-39.00
1581.00,80.00,-4172.00,42.00,7.00,-26.00
1561.00,87.00,-4199.00,37.00,-3.00,-16.00
1575.00,95.00,-4180.00,25.00,5.00,-27.00
1571.00,65.00,-4182.00,36.00,-1.00,-32.00
1582.00,92.00,-4176.00,46.00,10.00,-26.00
1577.00,88.00,-4180.00,33.00,5.00,-29.00
1575.00,83.00,-4203.00,42.00,9.00,-28.00
1580.00,85.00,-4185.00,35.00,7.00,-33.00
1585.00,56.00,-4156.00,31.00,-1.00,-28.00
1581.00,91.00,-4197.00,38.00,0.00,-30.00
1589.00,118.00,-4212.00,38.00,-2.00,-32.00
1582.00,111.00,-4192.00,41.00,2.00,-38.00
1583.00,86.00,-4171.00,31.00,4.00,-34.00
1574.00,80.00,-4219.00,42.00,2.00,-23.00
1582.00,93.00,-4185.00,28.00,6.00,-22.00
1575.00,95.00,-4173.00,28.00,11.00,-28.00
1565.00,77.00,-4183.00,27.00,2.00,-37.00
1583.00,106.00,-4182.00,26.00,7.00,-18.00
1594.00,89.00,-4212.00,28.00,1.00,-30.00
1602.00,80.00,-4201.00,32.00,6.00,-34.00
1563.00,80.00,-4147.00,35.00,-1.00,-36.00
1581.00,108.00,-4236.00,19.00,16.00,-21.00
1596.00,88.00,-4157.00,43.00,13.00,-28.00
1534.00,60.00,-4156.00,26.00,-9.00,-39.00
1580.00,81.00,-4199.00,46.00,21.00,-21.00
1648.00,110.00,-4228.00,31.00,-7.00,-32.00
1546.00,50.00,-4173.00,40.00,-10.00,-24.00
1584.00,87.00,-4164.00,11.00,24.00,-22.00
1614.00,105.00,-4233.00,30.00,19.00,-37.00
1576.00,90.00,-4183.00,38.00,-8.00,-17.00
1560.00,91.00,-4155.00,47.00,8.00,-27.00
1600.00,80.00,-4178.00,28.00,12.00,-34.00
1598.00,90.00,-4232.00,42.00,-5.00,-21.00
1559.00,64.00,-4171.00,41.00,9.00,-29.00
1571.00,83.00,-4178.00,34.00,17.00,-27.00
1596.00,97.00,-4211.00,40.00,14.00,-19.00
1571.00,56.00,-4168.00,38.00,3.00,-35.00
1592.00,84.00,-4190.00,38.00,10.00,-32.00
